ISIN,Name,Description,Clean Price,Yield (%),YTM (%),Coupon,Industry,Maturity,Issuer,Callable,Currency,Issue Date,Pricing Date,Status,Today,Tenor_Date
PAL63444C5A8,PANAMA 6.50% 2028-12-28 USD,6.50% BD REDEEM 28/12/2028 USD 100000,101.318,6.079816,5.987731,6.5,Government,2028-12-28,Panama,NA,USD,2023-12-28T00:00:00Z,2025-06-12T00:00:00Z,Active,2025-06-13,3.542
US698299AV61,PANAMA 7.13% 2026-01-29 USD,7.125% BD REDEEM 29/01/2026 USD 1000,101.437,4.771335,4.701725,7.125,Government,2026-01-29,Panama,N,USD,2005-11-29T00:00:00Z,2025-06-12T00:00:00Z,Active,2025-06-13,0.628
US25714PEE43,DRGB 5.88% 2060-01-30 USD,5.875% BD REDEEM 30/01/2060 USD 150000 - 144A,83.252,7.188916,7.062732,5.875,Government,2060-01-30,Dominican Republic,Y,USD,2020-01-30T00:00:00Z,2025-06-12T00:00:00Z,Active,2025-06-13,34.631
USP3579ECG00,DRGB 5.88% 2060-01-30 USD,5.875% BD REDEEM 30/01/2060 USD 150000 - Reg S,83.252,7.188916,7.062732,5.875,Government,2060-01-30,Dominican Republic,Y,USD,2020-01-30T00:00:00Z,2025-06-12T00:00:00Z,Active,2025-06-13,34.631
US25714PDW59,DRGB 6.50% 2048-02-15 USD,6.50% BD REDEEM 15/02/2048 USD 150000 - 144A,93.943,7.037301,6.915043,6.5,Government,2048-02-15,Dominican Republic,Y,USD,2018-02-15T00:00:00Z,2025-06-12T00:00:00Z,Active,2025-06-13,22.672
USP3579EBY25,DRGB 6.50% 2048-02-15 USD,6.50% BD REDEEM 15/02/2048 USD 150000 - Reg S,93.943,7.037301,6.915043,6.5,Government,2048-02-15,Dominican Republic,Y,USD,2018-02-15T00:00:00Z,2025-06-12T00:00:00Z,Active,2025-06-13,22.672
US25714PCF36,DRGB 7.45% 2044-04-30 USD,7.45% BD REDEEM 30/04/2044 USD 100000 - 144A,104.111,7.051666,6.930569,7.45,Government,2044-04-30,Dominican Republic,N,USD,2014-04-30T00:00:00Z,2025-06-12T00:00:00Z,Active,2025-06-13,18.881
USP3579EAY34,DRGB 7.45% 2044-04-30 USD,7.45% BD REDEEM 30/04/2044 USD 100000 - Reg S,104.111,7.051666,6.930569,7.45,Government,2044-04-30,Dominican Republic,N,USD,2014-04-30T00:00:00Z,2025-06-12T00:00:00Z,Active,2025-06-13,18.881
US25714PCW68,DRGB 6.85% 2045-01-27 USD,6.85% BD REDEEM 27/01/2045 USD 100000 - 144A,98.155,7.023551,6.9026,6.85,Government,2045-01-27,Dominican Republic,N,USD,2015-01-27T00:00:00Z,2025-06-12T00:00:00Z,Active,2025-06-13,19.622
USP3579EBE60,DRGB 6.85% 2045-01-27 USD,6.85% BD REDEEM 27/01/2045 USD 100000 - Reg S,98.155,7.023551,6.9026,6.85,Government,2045-01-27,Dominican Republic,N,USD,2015-01-27T00:00:00Z,2025-06-12T00:00:00Z,Active,2025-06-13,19.622
US25714PEB04,DRGB 6.40% 2049-06-05 USD,6.40% BD REDEEM 05/06/2049 USD 150000 - 144A,92.662,7.037666,6.916299,6.4,Government,2049-06-05,Dominican Republic,Y,USD,2019-06-05T00:00:00Z,2025-06-12T00:00:00Z,Active,2025-06-13,23.978
USP3579ECE51,DRGB 6.40% 2049-06-05 USD,6.40% BD REDEEM 05/06/2049 USD 150000 - Reg S,92.662,7.037666,6.916299,6.4,Government,2049-06-05,Dominican Republic,Y,USD,2019-06-05T00:00:00Z,2025-06-12T00:00:00Z,Active,2025-06-13,23.978
US25714PEG90,DRGB 5.30% 2041-01-21 USD,5.30% BD REDEEM 21/01/2041 USD 150000 - 144A,85.29,6.848006,6.73249,5.3,Government,2041-01-21,Dominican Republic,Y,USD,2021-01-21T00:00:00Z,2025-06-12T00:00:00Z,Active,2025-06-13,15.606
USP3579ECJ49,DRGB 5.30% 2041-01-21 USD,5.30% BD REDEEM 21/01/2041 USD 150000 - Reg S,85.29,6.848006,6.73249,5.3,Government,2041-01-21,Dominican Republic,Y,USD,2021-01-21T00:00:00Z,2025-06-12T00:00:00Z,Active,2025-06-13,15.606
DO1005208322,DRGB 6.75% 2040-07-24 USD,6.75% BD REDEEM 24/07/2040 USD 1000,99.265,6.827586,6.71385,6.75,Government,2040-07-24,Dominican Republic,N,USD,2020-07-24T00:00:00Z,2025-06-12T00:00:00Z,Active,2025-06-13,15.114
US25714PEZ71,DRGB 6.60% 2036-06-01 USD,6.60% BD REDEEM 01/06/2036 USD 150000 - 144A,100.515,6.533123,6.42788,6.6,Government,2036-06-01,Dominican Republic,Y,USD,2024-07-01T00:00:00Z,2025-06-12T00:00:00Z,Active,2025-06-13,10.967
USP3579ECU93,DRGB 6.60% 2036-06-01 USD,6.60% BD REDEEM 01/06/2036 USD 150000 - Reg S,100.515,6.533123,6.42788,6.6,Government,2036-06-01,Dominican Republic,Y,USD,2024-07-01T00:00:00Z,2025-06-12T00:00:00Z,Active,2025-06-13,10.967
US25714PEF18,DRGB 4.88% 2032-09-23 USD,4.875% BD REDEEM 23/09/2032 USD 150000 - 144A,91.942,6.268816,6.17119,4.875,Government,2032-09-23,Dominican Republic,Y,USD,2020-09-23T00:00:00Z,2025-06-12T00:00:00Z,Active,2025-06-13,7.278
USP3579ECH82,DRGB 4.88% 2032-09-23 USD,4.875% BD REDEEM 23/09/2032 USD 150000 - Reg S,91.942,6.268816,6.17119,4.875,Government,2032-09-23,Dominican Republic,Y,USD,2020-09-23T00:00:00Z,2025-06-12T00:00:00Z,Active,2025-06-13,7.278
US25714PED69,DRGB 4.50% 2030-01-30 USD,4.50% BD REDEEM 30/01/2030 USD 150000 - 144A,94.407,5.895557,5.808256,4.5,Government,2030-01-30,Dominican Republic,Y,USD,2020-01-30T00:00:00Z,2025-06-12T00:00:00Z,Active,2025-06-13,4.631
USP3579ECF27,DRGB 4.50% 2030-01-30 USD,4.50% BD REDEEM 30/01/2030 USD 150000 - Reg S,94.407,5.895557,5.808256,4.5,Government,2030-01-30,Dominican Republic,Y,USD,2020-01-30T00:00:00Z,2025-06-12T00:00:00Z,Active,2025-06-13,4.631
DO1005208215,DRGB 6.95% 2029-06-26 USD,6.95% BD REDEEM 26/06/2029 USD 1000,104.676,5.638172,5.560878,6.95,Government,2029-06-26,Dominican Republic,N,USD,2020-06-26T00:00:00Z,2025-06-12T00:00:00Z,Active,2025-06-13,4.036
US25714PET12,DRGB 7.05% 2031-02-03 USD,7.05% NT REDEEM 03/02/2031 USD 1000 - 144A,104.536,6.08577,5.990707,7.05,Government,2031-02-03,Dominican Republic,Y,USD,2023-02-03T00:00:00Z,2025-06-12T00:00:00Z,Active,2025-06-13,5.639
USP3579ECR64,DRGB 7.05% 2031-02-03 USD,7.05% BD REDEEM 03/02/2031 USD 150000 - Reg S,104.536,6.08577,5.990707,7.05,Government,2031-02-03,Dominican Republic,Y,USD,2023-02-03T00:00:00Z,2025-06-12T00:00:00Z,Active,2025-06-13,5.639
US25714PEN42,DRGB 6.00% 2033-02-22 USD,6% BD REDEEM 22/02/2033 USD 1000 - 144A,98.463,6.252921,6.15376,6,Government,2033-02-22,Dominican Republic,Y,USD,2022-02-22T00:00:00Z,2025-06-12T00:00:00Z,Active,2025-06-13,7.692
USP3579ECN50,DRGB 6.00% 2033-02-22 USD,6% BD REDEEM 22/02/2033 USD 1000 - Reg S,98.463,6.252921,6.15376,6,Government,2033-02-22,Dominican Republic,Y,USD,2022-02-22T00:00:00Z,2025-06-12T00:00:00Z,Active,2025-06-13,7.692
US25714PEP99,DRGB 5.50% 2029-02-22 USD,5.50% BD REDEEM 22/02/2029 USD 150000 - 144A,99.249,5.725568,5.63858,5.5,Government,2029-02-22,Dominican Republic,Y,USD,2022-02-22T00:00:00Z,2025-06-12T00:00:00Z,Active,2025-06-13,3.692
USP3579ECP09,DRGB 5.50% 2029-02-22 USD,5.50% BD REDEEM 22/02/2029 USD 150000 - reg s,99.249,5.725568,5.63858,5.5,Government,2029-02-22,Dominican Republic,Y,USD,2022-02-22T00:00:00Z,2025-06-12T00:00:00Z,Active,2025-06-13,3.692
US25714PDZ80,DRGB 6.00% 2028-07-19 USD,6% NT REDEEM 19/07/2028 USD 150000 - 144A,101.254,5.552057,5.477659,6,Government,2028-07-19,Dominican Republic,Y,USD,2018-07-19T00:00:00Z,2025-06-12T00:00:00Z,Active,2025-06-13,3.1
USP3579ECB13,DRGB 6.00% 2028-07-19 USD,6% NT REDEEM 19/07/2028 USD 150000 - Reg S,101.254,5.552057,5.477659,6,Government,2028-07-19,Dominican Republic,Y,USD,2018-07-19T00:00:00Z,2025-06-12T00:00:00Z,Active,2025-06-13,3.1
US25714PAJ75,DRGB 8.63% 2027-04-20 USD,8.625% BD REDEEM 20/04/2027 USD 100000 - 144A,103.725,6.021888,5.940075,8.625,Government,2027-04-20,Dominican Republic,N,USD,2006-03-20T00:00:00Z,2025-06-12T00:00:00Z,Active,2025-06-13,1.853
USP3579EAG28,DRGB 8.63% 2027-04-20 USD,8.625% BD REDEEM 20/04/2027 USD 100000 - Reg S,103.725,6.021888,5.940075,8.625,Government,2027-04-20,Dominican Republic,N,USD,2006-03-20T00:00:00Z,2025-06-12T00:00:00Z,Active,2025-06-13,1.853
DO1005207118,DRGB 6.65% 2026-12-27 USD,6.65% BD REDEEM 27/12/2026 USD 1000,101.341,5.7262,5.644937,6.65,Government,2026-12-27,Dominican Republic,N,USD,2019-12-27T00:00:00Z,2025-06-12T00:00:00Z,Active,2025-06-13,1.539
US25714PDT21,DRGB 5.95% 2027-01-25 USD,5.95% BD REDEEM 25/01/2027 USD 100000 - 144A,100.871,5.376423,5.301201,5.95,Government,2027-01-25,Dominican Republic,N,USD,2017-01-25T00:00:00Z,2025-06-12T00:00:00Z,Active,2025-06-13,1.617
USP3579EBV85,DRGB 5.95% 2027-01-25 USD,5.95% BD REDEEM 25/01/2027 USD 100000 - Reg S,100.871,5.376423,5.301201,5.95,Government,2027-01-25,Dominican Republic,N,USD,2017-01-25T00:00:00Z,2025-06-12T00:00:00Z,Active,2025-06-13,1.617
US25714PEU84,DRGB 13.00% 2026-01-30 USD,13% NT REDEEM 30/01/2026 USD - 144A,98.9,14.816036,14.23613,13,Government,2026-01-30,Dominican Republic,N,USD,2023-01-30T00:00:00Z,2025-06-12T00:00:00Z,Active,2025-06-13,0.631
US25714PDJ49,DRGB 6.88% 2026-01-29 USD,6.875% NT REDEEM 29/01/2026 USD 100000 - 144A,100.851,5.469536,5.380517,6.875,Government,2026-01-29,Dominican Republic,N,USD,2016-01-29T00:00:00Z,2025-06-12T00:00:00Z,Active,2025-06-13,0.628
USP3579EBK21,DRGB 6.88% 2026-01-29 USD,6.875% NT REDEEM 29/01/2026 USD 100000 - Reg S,100.851,5.469536,5.380517,6.875,Government,2026-01-29,Dominican Republic,N,USD,2016-01-29T00:00:00Z,2025-06-12T00:00:00Z,Active,2025-06-13,0.628
US25714WBG78,DRGB 11.50% 2034-01-11 USD,11.50% BD REDEEM 11/01/2034 USD - 144A,107.789,10.116818,9.866064,11.5,Government,2034-01-11,Dominican Republic,NA,USD,2019-01-11T00:00:00Z,2025-06-12T00:00:00Z,Active,2025-06-13,8.578
US25714RDA95,DRGB 12.00% 2025-10-03 USD,12% NT REDEEM 03/10/2025 USD - 144A,99.411,13.866826,13.379477,12,Government,2025-10-03,Dominican Republic,N,USD,2022-10-03T00:00:00Z,2025-06-12T00:00:00Z,Active,2025-06-13,0.306
XS2543286004,DRGB 12.00% 2025-10-03 USD,12% BD REDEEM 03/10/2025 USD 1000 - Reg S,99.411,13.866826,13.379477,12,Government,2025-10-03,Dominican Republic,NA,USD,2022-10-03T00:00:00Z,2025-06-12T00:00:00Z,Active,2025-06-13,0.306
XS2587319729,DRGB 13.63% 2034-02-10 USD,13.625% DB REDEEM 10/02/2034 USD 1000,117.461,10.499224,10.231112,13.625,Government,2034-02-10,Dominican Republic,NA,USD,2023-02-07T00:00:00Z,2025-06-12T00:00:00Z,Active,2025-06-13,8.658
US25714RCZ55,DRGB 12.00% 2025-08-08 USD,12% BD REDEEM 08/08/2025 USD - 144A,99.661,13.999909,13.652846,12,Government,2025-08-08,Dominican Republic,N,USD,2022-08-08T00:00:00Z,2025-06-12T00:00:00Z,Active,2025-06-13,0.153
US25714WBR34,DRGB 12.75% 2029-09-23 USD,12.75% NT REDEEM 23/09/2029 USD,109.162,10.050726,9.802493,12.75,Government,2029-09-23,Dominican Republic,N,USD,2022-09-23T00:00:00Z,2025-06-12T00:00:00Z,Active,2025-06-13,4.278
US25714WAG87,DRGB 11.00% 2026-11-06 USD,11% BD REDEEM 06/11/2026 USD - 144A,101.543,9.77478,9.527692,11,Government,2026-11-06,Dominican Republic,N,USD,2016-05-03T00:00:00Z,2025-06-12T00:00:00Z,Active,2025-06-13,1.397
XS1410454406,DRGB 11.00% 2026-11-06 USD,11% NT REDEEM 06/11/2026 USD 100000,101.543,9.77478,9.527692,11,Government,2026-11-06,Dominican Republic,N,USD,2016-05-06T00:00:00Z,2025-06-12T00:00:00Z,Active,2025-06-13,1.397
